title,id,chart,90% EX bpi,avg EX,90% EX,wr EX,max EX,diff,avg money,wr money,players,mfcs,notecount,untimed
Triple Journey -TAG EDITION-,558.0,BDP,1.85,698.0,756.0,840.0,840.0,8.0,955754.0,1000000.0,351.0,6.0,280.0,22.0
REVOLUTIONARY ADDICT,481.0,DSP,1.85,768.0,834.0,927.0,927.0,10.0,955884.0,1000000.0,572.0,7.0,309.0,16.0
Next Phase,1004.0,DDP,1.85,1110.0,1179.0,1311.0,1311.0,11.0,965938.0,1000000.0,228.0,1.0,437.0,8.0
KIMONO&hearts;PRINCESS,361.0,DSP,1.85,970.0,1063.0,1182.0,1182.0,12.0,949786.0,1000000.0,1812.0,13.0,394.0,28.0
ノープラン・デイズ,1038.0,DDP,1.85,1329.0,1414.0,1572.0,1572.0,12.0,961343.0,1000000.0,467.0,1.0,524.0,51.0
TRIP MACHINE (xac nanoglide mix),484.0,DDP,1.85,1026.0,1088.0,1209.0,1209.0,12.0,965124.0,1000000.0,315.0,1.0,403.0,26.0
Habibe (Antuh muhleke),605.0,DDP,1.85,752.0,801.0,891.0,891.0,11.0,962742.0,1000000.0,215.0,2.0,297.0,20.0
neko＊neko,670.0,DSP,1.85,734.0,807.0,897.0,897.0,9.0,950067.0,1000000.0,475.0,11.0,299.0,16.0
Silly Love,924.0,DSP,1.85,1018.0,1098.0,1221.0,1221.0,11.0,958331.0,1000000.0,849.0,4.0,407.0,20.0
Elysium,589.0,EDP,1.85,773.0,823.0,915.0,915.0,11.0,962877.0,1000000.0,374.0,2.0,305.0,24.0
On The Break,300.0,DSP,1.84,808.0,872.0,969.0,969.0,10.0,956797.0,1000000.0,559.0,5.0,323.0,29.0
Fever,406.0,EDP,1.84,696.0,747.0,831.0,831.0,9.0,960189.0,1000000.0,454.0,4.0,277.0,16.0
My Only Shining Star,188.0,EDP,1.84,831.0,885.0,984.0,984.0,11.0,965839.0,1000000.0,453.0,2.0,328.0,0.0
DIVE TO THE NIGHT,78.0,DDP,1.84,644.0,704.0,783.0,783.0,9.0,954543.0,1000000.0,271.0,8.0,261.0,3.0
iFUTURELIST(DDR VERSION),171.0,EDP,1.83,751.0,799.0,888.0,888.0,11.0,965167.0,1000000.0,257.0,2.0,296.0,10.0
HYSTERIA,38.0,EDP,1.83,716.0,772.0,858.0,858.0,10.0,961504.0,1000000.0,426.0,5.0,286.0,0.0
8000000,666.0,DSP,1.83,876.0,955.0,1062.0,1062.0,10.0,955746.0,1000000.0,639.0,8.0,354.0,1.0
switch,264.0,EDP,1.83,732.0,793.0,882.0,882.0,10.0,957071.0,1000000.0,433.0,6.0,294.0,13.0
Frozen Ray ～for EXTREME～,111.0,EDP,1.83,898.0,963.0,1071.0,1071.0,11.0,962685.0,1000000.0,459.0,3.0,357.0,1.0
ハピ恋☆らぶりぃタイム!!,720.0,DDP,1.83,659.0,718.0,798.0,798.0,8.0,955854.0,1000000.0,479.0,9.0,266.0,7.0
Eon Break,1166.0,BDP,1.83,665.0,715.0,795.0,795.0,9.0,960684.0,1000000.0,243.0,4.0,265.0,10.0
BURNING HEAT！（3 Option MIX）,73.0,DDP,1.83,551.0,594.0,660.0,660.0,7.0,957027.0,1000000.0,186.0,5.0,220.0,22.0
イーディーエム・ジャンパーズ,675.0,DSP,1.83,673.0,737.0,819.0,819.0,8.0,949727.0,1000000.0,694.0,13.0,273.0,25.0
JOKER,539.0,EDP,1.83,1018.0,1088.0,1209.0,1209.0,11.0,961616.0,1000000.0,290.0,2.0,403.0,27.0
STARS☆☆☆（Re-tuned by H&Lambda;L） - DDR EDITION -,261.0,DDP,1.83,720.0,777.0,864.0,864.0,9.0,959822.0,1000000.0,189.0,4.0,288.0,7.0
Crazy Shuffle,885.0,DDP,1.83,911.0,982.0,1092.0,1092.0,10.0,955048.0,1000000.0,490.0,4.0,364.0,45.0
A,100.0,DSP,1.83,596.0,656.0,729.0,729.0,8.0,951885.0,1000000.0,393.0,13.0,243.0,2.0
Healing Vision ～Angelic mix～,63.0,BDP,1.82,671.0,734.0,816.0,816.0,8.0,954938.0,1000000.0,335.0,9.0,272.0,0.0
WILD RUSH,47.0,DDP,1.82,610.0,648.0,720.0,720.0,9.0,967850.0,1000000.0,152.0,2.0,240.0,0.0
イーディーエム・ジャンパーズ,675.0,DDP,1.82,655.0,704.0,783.0,783.0,8.0,958158.0,1000000.0,453.0,5.0,261.0,22.0
Prettiful!,1123.0,ESP,1.82,1568.0,1641.0,1822.0,1824.0,15.0,969056.0,999980.0,956.0,0.0,608.0,47.0
MY SUMMER LOVE(TOMMY'S SMILE MIX),85.0,CDP,1.82,727.0,777.0,864.0,864.0,11.0,963993.0,1000000.0,418.0,3.0,288.0,5.0
New Century,700.0,BSP,1.82,754.0,842.0,936.0,936.0,9.0,941063.0,1000000.0,1189.0,27.0,312.0,25.0
ORION.78～civilization mix～,66.0,ESP,1.82,983.0,1055.0,1173.0,1173.0,13.0,962368.0,1000000.0,1758.0,4.0,391.0,0.0
Uranus,269.0,DDP,1.82,727.0,780.0,867.0,867.0,9.0,962301.0,1000000.0,148.0,3.0,289.0,7.0
888,336.0,BSP,1.82,535.0,588.0,654.0,654.0,6.0,950951.0,1000000.0,345.0,12.0,218.0,10.0
I'm so Happy,359.0,ESP,1.82,990.0,1080.0,1200.0,1200.0,12.0,953662.0,1000000.0,2033.0,12.0,400.0,17.0
stellar rain,1076.0,EDP,1.82,1200.0,1274.0,1416.0,1416.0,13.0,965548.0,1000000.0,338.0,1.0,472.0,15.0
LoveLove DokiDoki,594.0,EDP,1.82,1335.0,1406.0,1562.0,1563.0,12.0,967835.0,999990.0,263.0,0.0,521.0,24.0
The legend of MAX,135.0,DSP,1.81,978.0,1042.0,1158.0,1158.0,13.0,962707.0,1000000.0,1433.0,2.0,386.0,29.0
New Era,862.0,BSP,1.81,881.0,958.0,1065.0,1065.0,11.0,955169.0,1000000.0,808.0,8.0,355.0,16.0
New York EVOLVED (Type A),465.0,BDP,1.81,666.0,720.0,801.0,801.0,8.0,953726.0,1000000.0,233.0,5.0,267.0,34.0
御千手メディテーション,607.0,DSP,1.81,1023.0,1096.0,1218.0,1218.0,12.0,961296.0,1000000.0,1088.0,3.0,406.0,21.0
BURNIN' THE FLOOR,30.0,EDP,1.81,746.0,799.0,888.0,888.0,10.0,963824.0,1000000.0,621.0,4.0,296.0,0.0
CONNECT-,983.0,DDP,1.81,920.0,988.0,1098.0,1098.0,10.0,961494.0,1000000.0,246.0,3.0,366.0,9.0
LEADING CYBER,39.0,DDP,1.81,649.0,696.0,774.0,774.0,10.0,963044.0,1000000.0,270.0,4.0,258.0,0.0
鏡花水月楼 (DDR EDITION),1080.0,ESP,1.81,1241.0,1339.0,1488.0,1488.0,14.0,958921.0,1000000.0,984.0,4.0,496.0,13.0
ちくわパフェだよ☆ＣＫＰ,561.0,BSP,1.81,544.0,604.0,672.0,672.0,7.0,946090.0,1000000.0,471.0,18.0,224.0,10.0
Start a New Day,746.0,DSP,1.81,955.0,1039.0,1155.0,1155.0,11.0,951812.0,1000000.0,1186.0,9.0,385.0,38.0
Abyss,49.0,DSP,1.81,571.0,631.0,702.0,702.0,7.0,950825.0,1000000.0,336.0,13.0,234.0,0.0
クリムゾンゲイト,629.0,DSP,1.8,819.0,885.0,984.0,984.0,10.0,958596.0,1000000.0,589.0,6.0,328.0,8.0
最速最高シャッターガール,1142.0,ESP,1.8,1543.0,1628.0,1808.0,1809.0,16.0,966445.0,999990.0,976.0,0.0,603.0,39.0
IF YOU WERE HERE,357.0,BDP,1.8,531.0,553.0,614.0,615.0,9.0,972611.0,999990.0,73.0,0.0,205.0,12.0
KHAMEN BREAK,608.0,DSP,1.8,1084.0,1188.0,1320.0,1320.0,11.0,951904.0,1000000.0,1158.0,11.0,440.0,17.0
LIKE A VAMPIRE,1020.0,BDP,1.8,640.0,691.0,768.0,768.0,7.0,957481.0,1000000.0,204.0,5.0,256.0,18.0
Pink Rose,128.0,EDP,1.8,620.0,669.0,744.0,744.0,10.0,958139.0,1000000.0,862.0,8.0,248.0,15.0
A,100.0,DDP,1.8,535.0,583.0,648.0,648.0,7.0,956597.0,1000000.0,208.0,8.0,216.0,2.0
MEGALOVANIA,1071.0,BDP,1.8,731.0,788.0,876.0,876.0,9.0,955778.0,1000000.0,318.0,5.0,292.0,32.0
Party Rock Anthem,875.0,EDP,1.79,796.0,850.0,945.0,945.0,11.0,962341.0,1000000.0,677.0,3.0,315.0,20.0
スーパー戦湯ババンバーン,1021.0,DSP,1.79,1064.0,1147.0,1275.0,1275.0,11.0,956862.0,1000000.0,588.0,4.0,425.0,36.0
Follow Tomorrow,609.0,DSP,1.79,691.0,761.0,846.0,846.0,8.0,950715.0,1000000.0,688.0,16.0,282.0,6.0
イノセントバイブル,974.0,EDP,1.79,777.0,834.0,927.0,927.0,10.0,960182.0,1000000.0,418.0,4.0,309.0,20.0
The Wind of Gold,552.0,ESP,1.79,1311.0,1401.0,1557.0,1557.0,14.0,958858.0,1000000.0,2255.0,2.0,519.0,61.0
DYNAMITE RAVE (&quot;AIR&quot; Special),237.0,CDP,1.79,531.0,585.0,651.0,651.0,9.0,952096.0,1000000.0,968.0,22.0,217.0,0.0
Music In The Rhythm,249.0,DDP,1.79,706.0,761.0,846.0,846.0,9.0,961102.0,1000000.0,149.0,4.0,282.0,1.0
rainbow rainbow,197.0,EDP,1.78,782.0,845.0,939.0,939.0,11.0,958859.0,1000000.0,484.0,6.0,313.0,11.0
虹色,224.0,DDP,1.78,540.0,588.0,654.0,654.0,7.0,956253.0,1000000.0,284.0,9.0,218.0,3.0
Electro Tuned ( the SubS Mix ),55.0,EDP,1.78,770.0,823.0,915.0,915.0,11.0,964649.0,1000000.0,337.0,3.0,305.0,0.0
ORION.78～civilization mix～,66.0,DSP,1.78,757.0,810.0,900.0,900.0,12.0,964603.0,1000000.0,750.0,4.0,300.0,0.0
MAGIC PARADE,422.0,EDP,1.78,884.0,934.0,1038.0,1038.0,10.0,967548.0,1000000.0,294.0,1.0,346.0,16.0
.59,27.0,DSP,1.78,577.0,631.0,702.0,702.0,8.0,955008.0,1000000.0,308.0,10.0,234.0,0.0
ユメブキ,1024.0,DDP,1.78,1156.0,1242.0,1380.0,1380.0,12.0,961435.0,1000000.0,402.0,3.0,460.0,6.0
FLOWER,457.0,DSP,1.78,927.0,1015.0,1128.0,1128.0,10.0,952592.0,1000000.0,1166.0,13.0,376.0,13.0
Time Of Our Lives,715.0,DSP,1.78,531.0,577.0,642.0,642.0,9.0,956291.0,1000000.0,338.0,9.0,214.0,7.0
New Gravity,497.0,EDP,1.77,949.0,1015.0,1128.0,1128.0,12.0,964038.0,1000000.0,625.0,3.0,376.0,1.0
Firestorm,919.0,ESP,1.77,1328.0,1425.0,1584.0,1584.0,16.0,959069.0,1000000.0,1732.0,3.0,528.0,36.0
esrev:eR,586.0,DDP,1.77,711.0,769.0,855.0,855.0,9.0,956289.0,1000000.0,329.0,6.0,285.0,22.0
男々道,222.0,ESP,1.77,923.0,985.0,1095.0,1095.0,12.0,964896.0,1000000.0,1385.0,3.0,365.0,0.0
妄想感傷代償連盟,881.0,EDP,1.77,751.0,804.0,894.0,894.0,12.0,961258.0,1000000.0,647.0,4.0,298.0,19.0
エンドルフィン,626.0,DSP,1.77,987.0,1055.0,1173.0,1173.0,12.0,963639.0,1000000.0,1645.0,3.0,391.0,7.0
ウソツキ横丁は雨模様,975.0,EDP,1.77,1070.0,1142.0,1269.0,1269.0,11.0,962413.0,1000000.0,377.0,2.0,423.0,27.0
御千手メディテーション,607.0,BSP,1.77,693.0,761.0,846.0,846.0,8.0,950672.0,1000000.0,363.0,11.0,282.0,15.0
Go For The Top,485.0,BSP,1.77,634.0,693.0,771.0,771.0,8.0,951093.0,1000000.0,445.0,11.0,257.0,20.0
London EVOLVED ver.C,470.0,ESP,1.77,1235.0,1331.0,1479.0,1479.0,14.0,960236.0,1000000.0,1984.0,5.0,493.0,3.0
New Generation,559.0,ESP,1.77,1261.0,1352.0,1503.0,1503.0,14.0,958325.0,1000000.0,1890.0,3.0,501.0,48.0
Starry HEAVEN,504.0,EDP,1.77,759.0,807.0,897.0,897.0,11.0,965568.0,1000000.0,208.0,2.0,299.0,11.0
Somehow You Found Me,522.0,DDP,1.76,780.0,845.0,939.0,939.0,10.0,957883.0,1000000.0,428.0,7.0,313.0,8.0
INTO YOUR HEART (Ruffage remix),293.0,EDP,1.76,759.0,818.0,909.0,909.0,11.0,959386.0,1000000.0,490.0,6.0,303.0,12.0
Star Gate Heaven (FUTURE LOVE Mix),260.0,EDP,1.76,928.0,980.0,1089.0,1089.0,13.0,966276.0,1000000.0,490.0,1.0,363.0,28.0
I Want You To Know,713.0,DSP,1.76,560.0,618.0,687.0,687.0,8.0,949034.0,1000000.0,387.0,15.0,229.0,12.0
Strobe&#9825;Girl,601.0,ESP,1.76,1287.0,1382.0,1536.0,1536.0,14.0,960269.0,1000000.0,802.0,3.0,512.0,20.0
星屑のキロク,574.0,DDP,1.76,901.0,974.0,1083.0,1083.0,10.0,949353.0,1000000.0,338.0,5.0,361.0,72.0
Struggle,654.0,DDP,1.75,865.0,947.0,1053.0,1053.0,10.0,953894.0,1000000.0,526.0,10.0,351.0,4.0
DEADLOCK -Out Of Reach-,966.0,DSP,1.75,1349.0,1431.0,1590.0,1590.0,13.0,963951.0,1000000.0,1206.0,1.0,530.0,39.0
&uarr;&uarr;&darr;&darr;&larr;&rarr;&larr;&rarr;BA,1064.0,EDP,1.75,945.0,1012.0,1125.0,1125.0,12.0,955017.0,1000000.0,344.0,3.0,375.0,67.0
ヤマトなでなで&#9825;かぐや姫,573.0,DDP,1.75,627.0,683.0,759.0,759.0,8.0,952465.0,1000000.0,396.0,10.0,253.0,24.0
Daily Lunch Special,582.0,ESP,1.75,1485.0,1595.0,1773.0,1773.0,14.0,958337.0,1000000.0,2401.0,3.0,591.0,44.0
BURNING HEAT！（3 Option MIX）,73.0,DSP,1.75,573.0,615.0,684.0,684.0,8.0,956724.0,1000000.0,408.0,6.0,228.0,29.0
ALBIDA,1091.0,ESP,1.75,1479.0,1582.0,1758.0,1758.0,16.0,962367.0,1000000.0,1058.0,2.0,586.0,14.0
A,100.0,CSP,1.75,819.0,888.0,987.0,987.0,12.0,958521.0,1000000.0,1666.0,11.0,329.0,3.0
VEGA,581.0,DSP,1.75,1182.0,1298.0,1443.0,1443.0,11.0,950311.0,1000000.0,1172.0,12.0,481.0,22.0
Skywalking,842.0,DSP,1.75,1042.0,1125.0,1251.0,1251.0,11.0,958813.0,1000000.0,654.0,5.0,417.0,11.0
AFRONOVA PRIMEVAL,50.0,DSP,1.75,774.0,869.0,966.0,966.0,9.0,943123.0,1000000.0,415.0,19.0,322.0,0.0
Sand Blow,637.0,DSP,1.75,1011.0,1093.0,1215.0,1215.0,12.0,958577.0,1000000.0,810.0,6.0,405.0,10.0
Star Trail,699.0,DDP,1.75,668.0,720.0,801.0,801.0,9.0,958480.0,1000000.0,368.0,6.0,267.0,14.0
In The Air,442.0,EDP,1.75,738.0,791.0,879.0,879.0,11.0,963037.0,1000000.0,266.0,4.0,293.0,3.0
スカーレット警察のゲットーパトロール24時,1145.0,DDP,1.74,803.0,858.0,954.0,954.0,11.0,961007.0,1000000.0,289.0,3.0,318.0,26.0
御伽噺に幕切れを,933.0,DSP,1.74,894.0,963.0,1071.0,1071.0,10.0,957854.0,1000000.0,594.0,5.0,357.0,26.0
DESTINY,77.0,DDP,1.74,674.0,729.0,810.0,810.0,8.0,959830.0,1000000.0,228.0,6.0,270.0,2.0
Thank You Merry Christmas,623.0,DDP,1.74,734.0,783.0,870.0,870.0,9.0,963153.0,1000000.0,227.0,3.0,290.0,16.0
Boom Boom Dollar (Red Monster Mix),474.0,DSP,1.74,390.0,421.0,468.0,468.0,7.0,960890.0,1000000.0,68.0,5.0,156.0,0.0
からふるぱすてる,551.0,ESP,1.74,1113.0,1206.0,1341.0,1341.0,12.0,955667.0,1000000.0,1848.0,8.0,447.0,25.0
お米の美味しい炊き方、そしてお米を食べることによるその効果。,531.0,BDP,1.74,790.0,850.0,945.0,945.0,8.0,959701.0,1000000.0,386.0,5.0,315.0,14.0
Pursuer,797.0,BSP,1.74,475.0,515.0,573.0,573.0,7.0,956753.0,1000000.0,583.0,12.0,191.0,10.0
回レ！雪月花,566.0,ESP,1.74,813.0,888.0,987.0,987.0,11.0,953589.0,1000000.0,1681.0,17.0,329.0,12.0
MAX 300 (Super-Max-Me Mix),181.0,BSP,1.74,940.0,1012.0,1125.0,1125.0,10.0,957873.0,1000000.0,708.0,5.0,375.0,30.0
Hyper Bomb,937.0,DSP,1.74,863.0,926.0,1029.0,1029.0,11.0,960737.0,1000000.0,829.0,5.0,343.0,17.0
Wuv U,1114.0,DDP,1.74,794.0,855.0,951.0,951.0,10.0,958806.0,1000000.0,202.0,4.0,317.0,19.0
London EVOLVED ver.B,469.0,BDP,1.74,704.0,756.0,840.0,840.0,8.0,957524.0,1000000.0,162.0,4.0,280.0,32.0
Triple Counter,742.0,DSP,1.74,1406.0,1525.0,1695.0,1695.0,14.0,955050.0,1000000.0,2328.0,7.0,565.0,32.0
KEEP ON MOVIN' (Y&amp;Co. DJ BOSS remix),482.0,ESP,1.74,1141.0,1220.0,1356.0,1356.0,14.0,963269.0,1000000.0,1954.0,3.0,452.0,9.0
F4SH10N,859.0,DDP,1.74,764.0,820.0,912.0,912.0,11.0,961721.0,1000000.0,565.0,5.0,304.0,6.0
テレキャスタービーボーイ,1036.0,DDP,1.73,718.0,777.0,864.0,864.0,9.0,951794.0,1000000.0,364.0,7.0,288.0,43.0
TAKE ME HIGHER,1156.0,DSP,1.73,831.0,869.0,965.0,966.0,13.0,971647.0,999990.0,553.0,0.0,322.0,15.0
Time Of Our Lives,715.0,DDP,1.73,548.0,588.0,654.0,654.0,9.0,961222.0,1000000.0,225.0,5.0,218.0,10.0
灼熱Beach Side Bunny,615.0,BDP,1.73,615.0,677.0,753.0,753.0,7.0,951904.0,1000000.0,607.0,17.0,251.0,3.0
oarfish,370.0,DDP,1.73,652.0,699.0,777.0,777.0,9.0,953851.0,1000000.0,174.0,4.0,259.0,51.0
打打打打打打打打打打,693.0,ESP,1.73,1195.0,1277.0,1419.0,1419.0,13.0,962022.0,1000000.0,2721.0,3.0,473.0,25.0
Seta Para Cima&uarr;&uarr;,832.0,DDP,1.73,775.0,823.0,915.0,915.0,11.0,966212.0,1000000.0,254.0,2.0,305.0,9.0
Toy Box Factory,844.0,ESP,1.73,1292.0,1377.0,1530.0,1530.0,15.0,964399.0,1000000.0,1941.0,2.0,510.0,10.0
I/O,441.0,DDP,1.73,657.0,718.0,798.0,798.0,7.0,953649.0,1000000.0,320.0,10.0,266.0,12.0
&AElig;THER,587.0,begSP,1.73,549.0,610.0,678.0,678.0,6.0,945562.0,1000000.0,380.0,19.0,226.0,11.0
び,926.0,BSP,1.73,843.0,918.0,1020.0,1020.0,9.0,953803.0,1000000.0,637.0,10.0,340.0,22.0
M.A.Y.U.,650.0,DSP,1.73,618.0,672.0,747.0,747.0,8.0,957096.0,1000000.0,310.0,9.0,249.0,3.0
ECSTASY,54.0,DSP,1.73,584.0,634.0,705.0,705.0,8.0,958080.0,1000000.0,241.0,8.0,235.0,0.0
Beluga,1073.0,EDP,1.73,883.0,947.0,1053.0,1053.0,11.0,959920.0,1000000.0,450.0,4.0,351.0,23.0
野球の遊び方　そしてその歴史　～決定版～,578.0,DDP,1.72,771.0,831.0,924.0,924.0,10.0,959087.0,1000000.0,261.0,5.0,308.0,13.0
GOLD RUSH,354.0,ESP,1.72,922.0,996.0,1107.0,1107.0,12.0,957975.0,1000000.0,1872.0,9.0,369.0,17.0
second spring storm,602.0,DSP,1.72,799.0,864.0,960.0,960.0,9.0,957035.0,1000000.0,313.0,6.0,320.0,21.0
DOWNER &amp; UPPER,884.0,DDP,1.72,665.0,710.0,789.0,789.0,10.0,964946.0,1000000.0,351.0,4.0,263.0,2.0
Step This Way,1027.0,DDP,1.72,1111.0,1193.0,1326.0,1326.0,12.0,961778.0,1000000.0,266.0,3.0,442.0,7.0
嘆きの樹,614.0,DSP,1.72,1178.0,1263.0,1404.0,1404.0,12.0,960429.0,1000000.0,1922.0,4.0,468.0,24.0
Tell me what to do,515.0,DDP,1.71,790.0,850.0,945.0,945.0,9.0,953646.0,1000000.0,163.0,4.0,315.0,52.0
starmine,618.0,DSP,1.71,889.0,953.0,1059.0,1059.0,11.0,961401.0,1000000.0,937.0,5.0,353.0,15.0
Heaven is a '57 metallic gray ～gimmix～,115.0,ESP,1.71,804.0,858.0,954.0,954.0,12.0,962780.0,1000000.0,1353.0,4.0,318.0,19.0
轟け！恋のビーンボール！！,579.0,DSP,1.71,909.0,985.0,1095.0,1095.0,11.0,957664.0,1000000.0,1356.0,10.0,365.0,8.0
Grip &amp; Break down !!,680.0,ESP,1.71,1183.0,1277.0,1419.0,1419.0,12.0,959824.0,1000000.0,2247.0,7.0,473.0,3.0
Drop The Bounce,829.0,ESP,1.71,1301.0,1387.0,1542.0,1542.0,15.0,963542.0,1000000.0,1810.0,2.0,514.0,17.0
デッドボヲルdeホームラン,576.0,DSP,1.71,754.0,820.0,912.0,912.0,9.0,952405.0,1000000.0,596.0,10.0,304.0,30.0
Go To The Oasis,1153.0,ESP,1.71,1401.0,1485.0,1650.0,1650.0,15.0,966931.0,1000000.0,945.0,1.0,550.0,4.0
Lightspeed,978.0,ESP,1.71,1501.0,1593.0,1770.0,1770.0,16.0,966050.0,1000000.0,1274.0,1.0,590.0,10.0
サイカ,1035.0,DSP,1.71,478.0,515.0,573.0,573.0,8.0,959604.0,1000000.0,239.0,7.0,191.0,8.0
無頼ック自己ライザー,796.0,DDP,1.71,749.0,812.0,903.0,903.0,9.0,957635.0,1000000.0,465.0,8.0,301.0,8.0
紅焔,489.0,DSP,1.71,818.0,893.0,993.0,993.0,9.0,951941.0,1000000.0,591.0,11.0,331.0,24.0
PARANOiA ETERNAL,58.0,DSP,1.71,757.0,815.0,906.0,906.0,10.0,961545.0,1000000.0,489.0,6.0,302.0,2.0
めうめうぺったんたん！！,495.0,ESP,1.71,1108.0,1190.0,1323.0,1323.0,12.0,961391.0,1000000.0,1857.0,5.0,441.0,7.0
凛として咲く花の如く,335.0,DSP,1.7,649.0,718.0,798.0,798.0,8.0,945399.0,1000000.0,770.0,23.0,266.0,24.0
Right on time (Ryu☆Remix),554.0,DSP,1.7,673.0,729.0,810.0,810.0,9.0,958492.0,1000000.0,589.0,10.0,270.0,6.0
Healing Vision ～Angelic mix～,63.0,DSP,1.7,932.0,1017.0,1131.0,1131.0,11.0,955462.0,1000000.0,974.0,12.0,377.0,0.0
阿波おどり -Awaodori- やっぱり踊りはやめられない,616.0,begSP,1.7,348.0,380.0,423.0,423.0,5.0,955961.0,1000000.0,234.0,13.0,141.0,0.0
御伽噺に幕切れを,933.0,BDP,1.7,659.0,718.0,798.0,798.0,7.0,954833.0,1000000.0,207.0,8.0,266.0,11.0
"Help me, ERINNNNNN!!",681.0,BDP,1.7,471.0,515.0,573.0,573.0,6.0,954116.0,1000000.0,327.0,13.0,191.0,6.0
Desert Journey,523.0,CSP,1.7,1271.0,1368.0,1521.0,1521.0,15.0,956279.0,1000000.0,1917.0,5.0,507.0,51.0
BRILLIANT 2U,4.0,EDP,1.7,558.0,612.0,681.0,681.0,9.0,953780.0,1000000.0,579.0,17.0,227.0,0.0
ロンロンへ　ライライライ！,754.0,DSP,1.7,828.0,904.0,1005.0,1005.0,10.0,952119.0,1000000.0,1188.0,15.0,335.0,24.0
3y3s,1250.0,DDP,1.7,1352.0,1433.0,1593.0,1593.0,14.0,966120.0,1000000.0,207.0,1.0,531.0,16.0
回レ！雪月花,566.0,DSP,1.69,548.0,610.0,678.0,678.0,8.0,944464.0,1000000.0,948.0,34.0,226.0,14.0
アドレナリン,1177.0,DDP,1.69,657.0,704.0,783.0,783.0,10.0,963175.0,1000000.0,181.0,4.0,261.0,3.0
take me higher,943.0,DDP,1.69,807.0,864.0,960.0,960.0,10.0,962026.0,1000000.0,310.0,4.0,320.0,15.0
MAKE IT BETTER,0.0,DDP,1.69,454.0,488.0,543.0,543.0,9.0,962314.0,1000000.0,241.0,7.0,181.0,0.0
Dreamin&rsquo;,619.0,CSP,1.69,979.0,1039.0,1155.0,1155.0,12.0,966328.0,1000000.0,1008.0,2.0,385.0,8.0
蒼い衝動 ～for EXTREME～,143.0,EDP,1.69,726.0,774.0,861.0,861.0,11.0,964808.0,1000000.0,718.0,4.0,287.0,4.0
In The Air,442.0,DDP,1.69,569.0,610.0,678.0,678.0,10.0,962342.0,1000000.0,203.0,5.0,226.0,8.0
Towards the TOWER,722.0,DSP,1.69,630.0,680.0,756.0,756.0,9.0,960024.0,1000000.0,449.0,8.0,252.0,6.0
Ticket to Bombay,321.0,EDP,1.68,679.0,729.0,810.0,810.0,9.0,962912.0,1000000.0,234.0,5.0,270.0,1.0
Heatstroke,356.0,CDP,1.68,623.0,672.0,747.0,747.0,8.0,951691.0,1000000.0,216.0,6.0,249.0,48.0
星座が恋した瞬間を。,803.0,DDP,1.68,840.0,907.0,1008.0,1008.0,9.0,959554.0,1000000.0,697.0,8.0,336.0,5.0
Diamond Dust,408.0,DDP,1.68,542.0,585.0,651.0,651.0,8.0,953992.0,1000000.0,306.0,8.0,217.0,28.0
Din Don Dan,593.0,ESP,1.68,840.0,909.0,1011.0,1011.0,10.0,957430.0,1000000.0,1897.0,12.0,337.0,13.0
桜,141.0,begSP,1.68,395.0,432.0,480.0,480.0,5.0,955286.0,1000000.0,233.0,14.0,160.0,0.0
Helios,841.0,DSP,1.67,1109.0,1188.0,1320.0,1320.0,12.0,960880.0,1000000.0,959.0,4.0,440.0,26.0
Scarlet Moon,653.0,DDP,1.67,693.0,753.0,837.0,837.0,9.0,956565.0,1000000.0,450.0,10.0,279.0,10.0
Plan 8,628.0,DSP,1.67,1098.0,1185.0,1317.0,1317.0,11.0,957650.0,1000000.0,1127.0,7.0,439.0,23.0
Chance and Dice,281.0,EDP,1.67,788.0,845.0,939.0,939.0,10.0,960439.0,1000000.0,475.0,5.0,313.0,23.0
roppongi EVOLVED ver.B,379.0,DSP,1.67,909.0,990.0,1101.0,1101.0,11.0,953925.0,1000000.0,593.0,10.0,367.0,17.0
DYNAMITE RAVE,18.0,DSP,1.67,667.0,726.0,807.0,807.0,10.0,957503.0,1000000.0,766.0,14.0,269.0,0.0
IF YOU WERE HERE,357.0,DDP,1.67,643.0,669.0,743.0,744.0,10.0,972623.0,999990.0,107.0,0.0,248.0,16.0
Re:GENERATION,913.0,ESP,1.67,1469.0,1566.0,1740.0,1740.0,15.0,963315.0,1000000.0,1794.0,2.0,580.0,23.0
ORION.78～civilization mix～,66.0,BDP,1.67,573.0,612.0,681.0,681.0,9.0,965084.0,1000000.0,206.0,4.0,227.0,0.0
MOVE! (We Keep It Movin'),1019.0,DDP,1.67,839.0,899.0,999.0,999.0,10.0,959592.0,1000000.0,284.0,4.0,333.0,31.0
Sakura Mirage,664.0,BDP,1.67,674.0,734.0,816.0,816.0,7.0,952331.0,1000000.0,269.0,9.0,272.0,25.0
AFRONOVA,13.0,DSP,1.67,594.0,653.0,726.0,726.0,9.0,953193.0,1000000.0,736.0,21.0,242.0,0.0
TRIP MACHINE survivor,136.0,ESP,1.67,886.0,942.0,1047.0,1047.0,13.0,966491.0,1000000.0,1320.0,3.0,349.0,2.0
Neverland,830.0,ESP,1.67,1328.0,1414.0,1572.0,1572.0,15.0,963750.0,1000000.0,1975.0,2.0,524.0,21.0
Waiting 4 u,330.0,DDP,1.67,703.0,761.0,846.0,846.0,8.0,958583.0,1000000.0,170.0,6.0,282.0,5.0
